UID,Humidity,Temperature,Age,Quantity,MTTF 
1607,73.43,35.06,14,24628,453
1608,76.09,40.6,7,51678,406
1609,5.24,68.66,7,59274,365
1610,40.34,50.58,15,63948,354
1611,57.82,53.93,13,51894,508
1612,26.44,75.23,8,56321,228
1613,12.29,82.06,6,48000,370
1614,65.4,67.07,5,42894,363
1615,31.7,61.53,8,70817,300
1616,52.96,55.69,7,68346,339
1617,77.53,91.03,12,38190,468
1618,78.42,44.08,9,35397,470
1619,66.51,43.68,5,45874,432
1620,30.49,50.56,15,71290,330
1621,54.26,91.5,4,47889,274
1622,19.26,90.96,14,65349,456
1623,34.42,79.41,4,52366,440
1624,11.11,91.13,16,46143,470
1625,57.01,39.32,16,45628,555
1626,39.66,79.22,12,36091,208
1627,20.89,69.42,1,36319,502
1628,24.79,70.61,4,44873,228
1629,28.22,44.65,10,66479,456
1630,12.49,52.96,14,40034,85
1631,95.42,70.49,14,55643,295
1632,64.09,85.59,12,40339,223
1633,86.54,39.77,6,46340,124
1634,12.92,65.07,5,37677,301
1635,28.39,76.83,16,31359,140
1636,16.46,35.87,9,33377,495
1637,89.48,37.57,8,67974,567
1638,40.47,57.96,6,27086,577
1639,67.62,88.33,12,29218,463
1640,26.68,75.84,11,68315,223
1641,45.6,92.08,3,61940,248
1642,38.3,69.92,15,61862,217
1643,13.5,74.34,14,60212,206
1644,32.15,61.12,16,72186,182
1645,88.57,83.63,14,53750,474
1646,60.57,79.22,15,23178,447
1647,29.16,40.46,7,70161,279
1648,9.75,87.85,16,44885,176
1649,98.89,84.84,13,31576,250
1650,11.98,36.02,9,75288,383
1651,76.61,94.33,13,27341,511
1652,39.77,51.01,6,63271,363
1653,82.05,38.44,16,72001,516
1654,44.61,85.89,9,41261,550
1655,10.39,40.76,10,73567,402
1656,92.28,88.83,12,31478,305
1657,87.36,54.54,10,27701,233
1658,61.77,50.55,14,37688,235
1659,29.11,69.99,3,46737,416
1660,25.6,49.58,9,34059,190
1661,27.52,58.09,14,24146,110
1662,8.15,76.35,6,42410,372
1663,71.76,78.5,3,55856,557
1664,56.46,48.54,13,55993,173
1665,20.2,53.89,8,27760,337
1666,80.81,35.83,16,46555,227
1667,35.5,59.86,16,54151,58
1668,40.64,51.56,14,62945,430
1669,64.52,46.14,13,67688,301
1670,5.72,66.05,5,33892,496
1671,52.97,44.48,9,49252,483
1672,23.66,74.54,12,51714,509
1673,58.39,73.58,9,67766,533
1674,30.37,81.46,10,52401,568
1675,35.04,52.69,11,24303,579
1676,99.08,52.94,16,75482,240
1677,78.94,42.23,11,52048,334
1678,38.84,58.42,10,55925,79
1679,5.55,69.46,12,43408,242
1680,13.77,90.33,1,48678,106
1681,42.47,82.48,10,41588,396
1682,97.42,82.85,13,59025,94
1683,45.56,46.67,12,43115,131
1684,87.52,37.34,13,76323,287
1685,15.24,91.71,17,66320,573
1686,8.73,53.37,15,55687,180
1687,29.09,72.12,5,72299,197
1688,48.07,77.94,5,37218,85
1689,86.45,61.65,16,60350,50
1690,48.76,88.85,9,77079,288
1691,91.64,77.26,8,77879,125
1692,65.62,38.05,16,49776,430
1693,92.78,94.43,7,67680,55
1694,45.83,84.38,7,31251,130
1695,71.09,38.1,7,78438,584
1696,32.35,51.18,4,45090,460
1697,44.83,38.31,9,25467,565
1698,39.75,67.89,8,70412,536
1699,6.64,76.58,7,68363,404
1700,27.5,91.08,2,25181,383
1701,9.67,53.95,15,47385,558
1702,74.18,70.93,11,77471,531
1703,46.3,51.64,15,32631,310
1704,57.73,69.85,5,54479,160
1705,16.01,46.95,11,39167,457
1706,90.31,36.6,10,59036,263
1707,31.81,83.85,6,58626,70
1708,21.27,90.82,8,29116,250
1709,32.04,41.2,10,48054,87
1710,21.82,83.79,3,67915,533
1711,14.94,90.13,13,26622,416
1712,46.21,94.74,15,54998,152
1713,68.82,35.4,14,49566,131
1714,89.9,52.29,7,66300,86
1715,65.03,66.2,11,57676,102
1716,36.59,61.11,7,62296,280
1717,34.43,56.95,8,79109,300
1718,19.59,85.64,4,51449,207
1719,96.22,35.99,15,60990,340
1720,33.55,85.0,1,71086,97
1721,60.68,85.44,16,72324,177
1722,44.93,53.85,5,38336,325
1723,41.63,88.66,1,60114,507
1724,27.46,63.71,16,70895,108
1725,92.9,53.75,14,79284,76
1726,88.67,38.47,11,52242,284
1727,16.79,76.44,3,43636,583
1728,40.46,35.53,2,31808,148
1729,91.99,53.73,3,51130,255
1730,11.39,61.38,6,63188,371
1731,53.03,85.65,10,73225,60
1732,82.03,72.07,4,31877,566
1733,32.43,57.28,17,54043,247
1734,69.39,51.92,10,77806,534
1735,10.64,75.57,13,30529,419
1736,27.91,66.99,15,51177,393
1737,57.79,85.05,14,65001,232
1738,11.6,48.51,10,67455,230
1739,36.47,73.42,10,59588,432
1740,26.46,86.75,13,45841,307
1741,20.2,45.85,9,59314,113
1742,53.27,35.08,7,41096,375
1743,33.78,65.78,11,49619,325
1744,88.9,62.63,8,44934,472
1745,38.82,80.35,5,63705,142
1746,80.98,59.66,12,38772,210
1747,21.53,72.27,9,25023,189
1748,11.11,89.93,15,45929,311
1749,22.53,73.28,17,23860,462
1750,63.95,70.06,3,23369,191
1751,36.79,82.64,15,31599,340
1752,92.86,68.14,6,30041,331
1753,46.78,73.94,6,52845,59
1754,25.09,37.26,16,59506,448
1755,68.47,56.63,8,26655,363
1756,30.43,76.8,9,68600,334
1757,76.0,57.59,8,65270,567
1758,80.98,59.92,9,75976,192
1759,53.47,70.94,5,64421,279
1760,49.55,83.14,15,51829,82
1761,60.67,45.25,7,40517,520
1762,74.91,91.25,4,63930,88
1763,32.85,43.52,1,38022,342
1764,48.1,65.16,11,58984,331
1765,62.64,56.09,6,53016,419
1766,30.31,90.3,2,37627,147
1767,94.93,50.35,10,72919,158
1768,83.67,49.68,4,77628,556
1769,23.44,61.96,7,41536,366
1770,54.46,54.01,8,69030,476
1771,68.83,62.87,10,26439,569
1772,8.7,41.16,13,34061,396
1773,96.37,76.83,11,51125,403
1774,98.13,61.63,6,56221,313
1775,45.35,40.29,7,54179,105
1776,15.93,66.5,15,33523,247
1777,18.09,89.74,5,56018,303
1778,83.64,36.89,13,37502,131
1779,73.61,57.71,16,79508,234
1780,62.89,69.12,17,42385,452
1781,60.84,46.41,5,37075,501
1782,83.29,37.57,8,26377,500
1783,14.55,72.72,5,60137,376
1784,11.99,77.4,13,55803,486
1785,23.98,46.63,13,66569,564
1786,26.09,80.54,9,42759,451
1787,78.23,74.01,7,32886,136
1788,83.88,54.95,7,32858,315
1789,70.4,54.15,3,29181,583
1790,88.22,90.38,10,39490,472
1791,16.88,50.15,12,40589,370
1792,45.71,59.02,16,24114,468
1793,41.05,61.54,2,61745,302
1794,10.94,71.22,9,48094,130
1795,67.05,85.85,1,72491,63
1796,61.03,74.47,10,43582,254
1797,86.88,41.62,16,76926,303
1798,69.95,46.17,9,75728,475
1799,90.91,55.57,1,49524,411
1800,66.43,44.15,9,30267,272
1801,23.63,60.01,3,68851,177
1802,67.15,86.04,2,53887,182
1803,66.44,94.78,6,77719,290
1804,61.18,52.85,9,78617,103
1805,7.78,36.12,2,67392,306
1806,80.36,44.53,13,74901,365
1807,53.7,50.17,2,51578,217
1808,52.8,74.04,8,42491,346
1809,6.18,52.04,7,52219,342
1810,53.27,93.51,7,24118,360
1811,32.55,65.19,6,64819,487
1812,98.09,79.57,9,45443,483
1813,8.48,82.32,14,58148,519
1814,29.42,67.56,10,61292,69
1815,46.54,61.08,9,39055,360
1816,78.35,42.1,6,55744,403
1817,41.77,46.15,6,42913,268
1818,92.82,56.86,9,46157,117
1819,50.43,57.44,12,68682,307
1820,27.74,55.41,4,41441,292
1821,55.2,69.96,11,64408,541
1822,67.44,72.92,6,70107,386
1823,65.75,39.23,3,36964,165
1824,68.98,91.36,16,61879,542
1825,5.44,52.83,14,44959,523
1826,90.55,88.99,9,62724,517
1827,63.4,53.56,2,73771,420
1828,98.94,60.8,9,63808,72
1829,14.26,53.07,2,53720,92
1830,41.92,68.47,1,73292,185
1831,31.45,59.25,7,34750,333
1832,89.9,86.93,16,69942,571
1833,57.07,77.71,5,51380,290
1834,31.93,78.33,12,52391,205
1835,69.96,38.77,7,42118,372
1836,93.85,88.86,13,59210,264
1837,29.6,74.71,3,54637,145
1838,87.46,85.23,1,43905,189
1839,80.47,83.4,10,53263,404
1840,15.67,89.56,9,72968,274
1841,21.19,42.6,6,49977,72
1842,19.93,83.69,10,72965,200
1843,31.52,77.81,7,65406,181
1844,77.59,49.85,13,78959,575
1845,98.7,62.17,15,41473,325
1846,43.19,91.64,8,68835,180
1847,95.85,68.87,7,30558,330
1848,74.33,39.76,2,48618,390
1849,85.65,91.57,6,37309,294
1850,52.16,56.63,4,75038,431
1851,27.52,48.92,4,38021,542
1852,36.62,57.68,4,25024,312
1853,51.61,93.94,15,78175,148
1854,16.47,80.63,8,75349,231
1855,23.12,43.42,12,59146,512
1856,20.55,86.01,6,48276,543
1857,26.29,45.32,8,32397,460
1858,44.72,75.6,16,47204,545
1859,50.74,37.57,9,49020,102
1860,70.91,64.28,11,67446,301
1861,93.41,38.18,7,35683,477
1862,78.78,63.09,16,53930,187
1863,87.85,81.79,7,58496,491
1864,18.82,43.32,16,32118,227
1865,67.67,61.33,11,33228,220
1866,22.21,47.46,10,38329,75
1867,42.85,42.6,13,76543,372
1868,76.82,66.27,6,63143,196
1869,88.24,79.21,15,30767,527
1870,10.05,91.37,9,60926,124
1871,12.47,74.33,15,53541,268
1872,79.67,86.97,17,32450,55
1873,83.71,84.29,14,47725,181
1874,13.74,64.22,10,60879,405
1875,63.81,54.5,7,57371,167
1876,84.43,67.5,9,37214,550
1877,24.56,84.42,1,77704,274
1878,59.55,79.81,5,31063,367
1879,13.18,35.09,2,30424,511
1880,94.92,48.87,16,35127,321
1881,74.18,68.73,12,48729,207
1882,79.26,71.22,2,37692,52
1883,22.55,56.7,15,61639,236
1884,36.89,71.64,9,65534,354
1885,49.3,39.9,9,49429,552
1886,33.57,49.91,9,54903,550
1887,26.45,86.51,2,56791,576
1888,19.55,40.87,13,37520,359
1889,43.69,41.49,17,28134,400
1890,86.17,38.77,8,50941,336
1891,10.87,40.69,9,27056,341
1892,80.2,53.78,10,39569,332
1893,89.06,57.61,3,64953,472
1894,74.15,38.49,7,76987,580
1895,94.63,42.4,6,60794,323
1896,61.32,91.42,9,54932,539
1897,88.04,49.47,10,52995,450
1898,31.31,58.34,3,55326,154
1899,45.39,75.25,9,70718,412
1900,25.0,86.42,17,56860,331
1901,17.64,93.86,10,68543,259
1902,12.17,94.6,1,50179,179
1903,23.17,48.8,3,30417,458
1904,35.11,80.73,16,68701,249
1905,17.53,60.92,13,49633,527
1906,13.5,49.71,14,69432,167
1907,88.84,72.56,9,72049,243
1908,91.69,45.17,7,62018,543
1909,11.59,35.86,11,45783,260
1910,42.7,60.63,16,38997,475
1911,18.66,88.77,14,44051,110
1912,70.98,44.16,5,74502,353
1913,50.63,35.99,5,51389,217
1914,10.41,93.84,2,47677,253
1915,48.26,64.89,11,69703,476
1916,84.39,87.93,10,55763,240
1917,9.48,42.25,2,27451,83
1918,91.09,51.43,14,53541,173
1919,69.8,35.41,17,32262,370
1920,32.11,39.6,17,65363,476
1921,14.14,57.33,13,62409,268
1922,82.92,38.4,14,31212,567
1923,92.66,35.94,3,23951,225
1924,69.79,36.36,16,73356,262
1925,94.9,74.0,2,61076,345
1926,40.85,38.6,3,28819,88
1927,94.69,81.29,12,63734,272
1928,75.16,57.05,2,33526,375
1929,69.55,78.92,11,59639,85
1930,73.8,65.57,17,36435,232
1931,88.78,53.87,8,55857,378
1932,70.52,71.6,4,71735,292
1933,58.38,82.26,6,79183,476
1934,87.43,64.28,6,34843,215
1935,58.39,80.82,2,46824,117
1936,53.14,35.89,4,33924,475
1937,92.33,77.8,1,62363,473
1938,56.19,94.82,11,30059,257
1939,76.28,83.46,11,38124,478
1940,32.64,55.89,13,58756,405
1941,51.56,64.72,2,42409,391
1942,22.94,67.41,14,49065,385
1943,45.44,87.11,17,66832,129
1944,18.12,83.14,9,37642,149
1945,35.65,76.22,7,47768,329
1946,51.53,90.63,10,42041,72
1947,60.74,91.27,2,29289,578
1948,21.72,35.35,10,44502,194
1949,57.75,40.97,6,56226,177
1950,34.48,54.87,13,66431,237
1951,31.92,88.08,6,26936,327
1952,20.92,51.0,4,76250,340
1953,39.89,58.92,8,39683,112
1954,26.89,85.31,9,26568,143
1955,43.5,92.83,10,40270,457
1956,39.83,61.62,8,25909,80
1957,28.4,75.7,13,28806,340
1958,43.71,42.63,9,68377,568
1959,60.7,58.12,6,24088,215
1960,57.35,83.72,12,28573,202
1961,86.11,40.37,1,77195,82
1962,56.07,81.97,1,49721,61
1963,37.38,60.58,16,35677,91
1964,66.93,74.83,4,75019,294
1965,53.0,85.81,8,49463,98
1966,11.22,71.48,7,56599,541
1967,63.9,50.4,12,60810,374
1968,90.34,88.44,16,61078,238
1969,5.02,65.64,16,62594,146
1970,69.57,65.23,14,79611,145
1971,49.04,43.64,5,41661,327
1972,41.57,49.32,11,44603,293
1973,91.72,54.81,14,75889,90
1974,35.97,89.19,9,42189,567
1975,53.04,92.77,13,55531,276
1976,44.55,78.61,15,31671,135
1977,22.93,70.68,17,48223,144
1978,40.07,47.29,14,78846,378
1979,73.73,86.33,9,24491,126
1980,23.34,81.07,11,42019,565
1981,47.33,58.25,12,70973,414
1982,36.3,51.66,3,64599,454
1983,59.37,42.07,5,70395,461
1984,99.26,66.17,11,34175,356
1985,24.73,79.81,14,52475,249
1986,28.8,57.51,1,62322,554
1987,37.58,73.65,5,40763,111
1988,93.62,52.29,9,53531,132
1989,83.71,84.99,8,47535,163
1990,45.73,84.58,13,37871,173
1991,35.05,76.61,5,56831,134
1992,88.72,89.2,16,43190,328
1993,74.43,87.13,2,55540,543
1994,58.07,38.93,13,63690,501
1995,34.73,86.61,4,38339,71
1996,68.18,39.83,15,70606,62
1997,10.17,38.39,9,77399,215
1998,33.57,41.22,14,56368,101
1999,43.31,84.6,14,75591,295
2000,96.52,46.2,5,65896,55
2001,72.99,37.63,5,64246,301
2002,16.09,53.93,7,49116,161
2003,55.93,36.16,11,33819,268
2004,80.22,85.55,2,50534,134
2005,54.55,86.72,5,38472,298
2006,61.01,72.43,14,55311,473
2007,49.61,92.57,7,37445,322
2008,21.71,81.73,3,27492,449
2009,80.19,61.18,3,34110,517
2010,11.52,92.91,5,63316,303
2011,83.22,64.77,10,76372,340
2012,48.32,81.37,13,25662,238
2013,52.36,44.51,2,75250,305
2014,82.53,90.85,11,27228,118
2015,32.24,44.18,11,31142,210
2016,75.45,69.11,11,49480,332
2017,55.83,83.61,15,47224,168
2018,78.24,93.1,1,23693,143
2019,7.09,79.66,3,44134,109
2020,27.05,63.41,7,79386,187
2021,12.17,37.6,13,35048,141
2022,87.55,63.08,14,28434,241
2023,58.75,88.77,4,61054,122
2024,81.29,42.0,11,38044,375
2025,73.89,37.66,4,51286,581
2026,83.43,64.69,12,39613,578
2027,32.17,59.51,9,59363,573
2028,23.51,57.09,12,30389,87
2029,35.09,35.17,3,70644,231
2030,29.56,35.13,3,34069,339
2031,5.67,72.6,13,71749,235
2032,62.3,39.76,6,57877,107
2033,12.03,80.22,13,51284,95
2034,11.18,48.34,6,55144,57
2035,37.4,54.11,13,35679,117
2036,11.14,71.16,3,37892,536
2037,60.25,66.26,6,69122,86
2038,27.96,89.15,9,69464,147
2039,84.66,88.08,17,56396,109
2040,35.06,44.5,4,24287,419
2041,57.58,74.16,1,34640,479
2042,9.35,43.49,13,30340,64
2043,9.35,46.27,3,78109,153
2044,43.35,94.49,9,69246,233
2045,92.52,86.15,9,46574,158
2046,47.69,37.58,13,76539,575
2047,86.39,65.19,10,71326,186
2048,64.35,36.75,4,36352,488
2049,62.03,37.18,14,46687,483
2050,68.23,36.72,6,40436,523
2051,63.06,53.37,9,40178,460
2052,77.85,35.68,15,28495,63
2053,30.72,69.6,5,35556,65
2054,73.82,77.24,4,78650,564
2055,31.29,53.1,13,23961,119
2056,20.08,87.46,17,67295,580
2057,90.2,76.12,15,43820,192
2058,20.16,70.31,16,41769,99
2059,18.96,61.12,8,48334,295
2060,37.48,82.24,3,49006,335
2061,95.31,40.93,6,78937,368
2062,94.59,82.64,13,73201,359
2063,72.43,60.38,14,30495,190
2064,11.45,42.46,9,23675,469
2065,25.59,89.86,14,79954,418
2066,97.96,90.39,16,33901,549
2067,17.01,87.09,12,36917,234
2068,59.05,79.25,3,40180,225
2069,52.22,93.3,3,53259,154
2070,60.21,52.69,4,74020,439
2071,29.87,87.56,14,44185,260
2072,7.91,56.43,13,71760,78
2073,7.54,79.61,7,41379,212
2074,96.33,59.45,12,57968,339
2075,74.7,89.58,8,73223,70
2076,97.48,92.47,12,36096,484
2077,51.77,91.44,4,60920,555
2078,49.72,81.07,5,43541,389
2079,65.43,54.02,7,78309,335
2080,93.56,48.14,4,59614,574
2081,78.49,75.68,2,70455,70
2082,8.43,83.74,8,39637,72
2083,44.82,56.73,10,27702,152
2084,30.9,89.89,9,34222,67
2085,25.91,47.94,17,69544,173
2086,65.46,80.1,5,75225,290
2087,51.4,39.93,15,75697,295
2088,21.95,72.48,16,54762,538
2089,60.08,47.11,9,26305,490
2090,96.43,91.89,6,32554,459
2091,78.76,51.87,2,37498,303
2092,85.57,40.5,6,31977,265
2093,88.56,65.57,8,75025,219
2094,71.48,43.09,2,30864,412
2095,30.49,36.91,13,55275,76
2096,7.9,55.07,5,40596,136
2097,21.71,94.07,9,60591,410
2098,64.37,92.61,15,52699,365
2099,59.23,39.41,10,34716,265
2100,14.57,90.61,12,34856,53
2101,14.45,44.09,10,72058,221
2102,81.92,61.0,2,60380,430
2103,55.38,42.39,9,35510,197
2104,35.43,72.36,12,26965,306
2105,99.38,51.16,10,48678,213
2106,74.08,89.89,5,26104,442
2107,78.19,83.88,13,57802,252
2108,45.22,58.48,4,65861,491
2109,31.72,37.55,13,78079,106
2110,6.31,38.43,5,35956,361
2111,53.5,41.05,15,43269,156
2112,90.91,89.75,17,56523,223
2113,36.13,59.75,6,39359,411
2114,62.32,62.03,14,68547,478
2115,40.24,53.7,6,55601,282
2116,51.68,74.43,3,76656,112
2117,78.65,75.15,14,59595,355
2118,53.01,68.09,14,77089,265
2119,61.34,58.11,4,53277,276
2120,9.38,69.21,6,62338,277
2121,98.62,68.64,17,54097,150
2122,51.06,39.52,10,47083,239
2123,23.04,68.61,4,34041,435
2124,9.84,56.31,4,78350,468
2125,18.66,74.37,8,58560,500
2126,5.27,94.25,10,47330,69
2127,69.99,82.13,15,30420,119
2128,28.53,67.64,10,70748,186
2129,36.37,66.27,15,54224,139
2130,57.21,62.62,8,52691,83
2131,39.03,56.67,15,26737,537
2132,56.33,91.37,14,45507,192
2133,49.53,82.1,10,27718,92
2134,23.48,55.44,4,78050,87
2135,7.33,56.43,3,57400,583
2136,98.91,50.81,15,27434,298
2137,96.23,90.05,16,78971,341
2138,66.68,43.24,11,49990,54
2139,82.97,35.6,10,23039,98
2140,50.54,56.42,8,76786,369
2141,24.85,37.16,2,29513,79
2142,83.24,54.39,2,37649,242
2143,47.15,54.49,17,72598,562
2144,90.12,49.76,6,60635,489
2145,74.78,64.11,8,35746,523
2146,29.88,52.22,9,26756,104
2147,33.79,66.34,16,34432,523
2148,31.71,35.58,12,23681,286
2149,69.83,47.24,3,41375,499
2150,40.8,78.13,3,28045,187
2151,37.25,51.22,9,65194,238
2152,50.31,42.1,9,36450,172
2153,35.11,61.99,4,52429,304
2154,14.65,94.21,11,38497,160
2155,94.98,49.29,13,27766,432
2156,95.99,72.07,13,49146,274
2157,97.82,47.75,6,23607,259
2158,99.7,35.1,3,44044,386
2159,83.05,42.73,9,47755,105
2160,28.85,50.19,13,26156,379
2161,67.08,64.98,12,24897,438
2162,42.71,93.81,12,50531,116
2163,30.31,69.76,9,48779,231
2164,16.08,91.89,17,76992,152
2165,20.43,84.86,10,59507,58
2166,29.34,40.43,5,34190,486
2167,73.68,48.31,5,33069,113
2168,28.19,91.58,1,62723,582
2169,50.09,71.96,7,62506,337
2170,59.47,84.21,10,39398,256
2171,35.83,72.96,13,39927,71
2172,70.14,84.51,15,49306,485
2173,90.35,37.02,10,28888,331
2174,81.17,82.44,3,32181,279
2175,92.14,36.8,7,44387,580
2176,69.96,40.04,7,60517,426
2177,37.36,82.79,7,27621,544
2178,24.59,49.14,12,39618,123
2179,99.17,89.46,7,34872,456
2180,52.64,58.09,10,64471,567
2181,58.48,45.29,8,30064,231
2182,93.16,93.57,8,30671,302
2183,63.67,86.92,6,31133,399
2184,14.26,56.66,14,76595,562
2185,26.49,80.02,10,67948,379
2186,98.6,57.62,1,36505,383
2187,58.81,93.88,2,68937,334
2188,12.42,46.79,17,33035,471
2189,55.18,35.81,2,73759,508
2190,5.5,38.26,2,33843,470
2191,96.27,59.15,17,43017,291
2192,23.02,36.64,12,30856,497
2193,13.71,40.35,15,76712,438
2194,24.31,79.75,12,43623,267
2195,80.09,77.56,9,48763,441
2196,64.07,81.39,8,76248,316
2197,65.1,63.56,15,61071,580
2198,16.37,87.19,14,45541,149
2199,78.84,54.49,9,29556,484
2200,20.42,92.46,5,65116,274
2201,36.23,58.83,9,28393,450
2202,51.94,50.94,5,76599,408
2203,48.54,41.66,12,31423,69
2204,88.33,42.88,16,57708,290
2205,98.4,38.03,2,62132,164
2206,35.95,67.78,8,25266,293
2207,74.74,60.07,8,76636,543
2208,15.42,92.08,2,40671,228
2209,78.21,92.99,1,55154,267
2210,16.38,49.52,11,72825,521
2211,61.19,74.54,5,60636,379
2212,74.26,55.8,12,65882,185
2213,75.87,76.14,10,73928,326
2214,52.48,92.78,12,56564,402
2215,10.56,72.42,16,70302,151
2216,86.5,80.99,12,47893,554
2217,59.04,35.68,9,53317,79
2218,89.35,44.68,13,27038,52
2219,30.15,77.54,7,72126,226
2220,40.64,54.92,15,47952,289
2221,56.15,46.99,12,28384,161
2222,54.45,91.3,4,29676,276
2223,44.58,45.85,9,54092,336
2224,17.41,84.32,2,77383,503
2225,8.97,61.96,14,26641,322
2226,15.55,75.69,5,65682,472
2227,49.78,69.36,3,68528,562
2228,87.54,83.71,6,40286,210
2229,40.62,83.37,7,25718,401
2230,43.31,81.66,4,77137,186
2231,99.67,83.84,3,61061,67
2232,19.95,51.16,11,50771,365
2233,5.11,42.51,16,61057,536
2234,59.95,76.35,5,55987,456
2235,87.43,66.2,17,55578,584
2236,69.24,52.01,12,42065,520
2237,72.5,46.74,6,39446,395
2238,63.4,69.3,12,34900,401
2239,8.56,57.44,14,30219,191
2240,83.88,40.32,6,64762,154
2241,84.47,89.76,1,73780,235
2242,64.42,79.13,13,28084,90
2243,25.16,52.38,17,40597,187
2244,69.32,50.2,1,48472,461
2245,82.0,39.78,3,53172,326
2246,96.33,43.94,17,29297,485
2247,13.81,92.1,7,40775,145
2248,79.68,43.39,15,73180,194
2249,54.5,60.52,16,25927,252
2250,22.31,42.23,14,70534,471
2251,55.19,40.0,11,34317,566
2252,16.24,80.26,8,39356,546
2253,64.21,57.96,16,66599,424
2254,15.22,74.48,1,68256,509
2255,29.57,92.08,7,73841,161
2256,74.49,43.56,13,69613,231
2257,27.11,83.71,13,63629,370
2258,90.75,88.62,8,50577,583
2259,71.06,55.27,10,48008,515
2260,25.21,63.43,10,25293,436
2261,12.18,36.58,13,25212,520
2262,22.52,50.21,13,32839,148
2263,23.32,91.08,17,39495,452
2264,25.77,67.33,12,31998,80
2265,28.58,75.97,13,29247,529
2266,17.96,71.24,7,57278,219
2267,88.46,35.61,16,55102,394
2268,21.58,62.04,8,32734,164
2269,27.46,48.84,3,48722,256
2270,91.84,94.45,9,61264,81
2271,73.62,43.04,10,41349,236
2272,76.83,92.24,12,46758,326
2273,82.56,50.72,3,66323,457
2274,76.74,84.64,2,74966,161
2275,98.17,89.9,6,56590,552
2276,50.63,71.31,11,40428,557
2277,97.83,74.28,2,63472,334
2278,43.72,88.22,17,68725,395
2279,44.94,74.62,2,30892,380
2280,33.0,59.09,17,73907,216
2281,83.21,39.01,17,69581,118
2282,76.65,86.27,11,27211,168
2283,32.46,82.25,13,71381,497
2284,70.42,82.07,12,75971,198
2285,91.53,90.22,14,63855,330
2286,26.7,49.28,11,44804,406
2287,49.22,41.29,8,30172,409
2288,54.33,53.95,2,59087,147
2289,59.19,41.63,15,55288,278
2290,56.25,54.56,1,35712,314
2291,48.76,40.11,4,24547,510
2292,5.59,90.51,1,44612,340
2293,36.77,59.73,13,42722,351
2294,34.52,59.09,4,79058,210
2295,38.8,77.88,1,56476,288
2296,79.09,88.56,2,55827,141
2297,31.73,70.46,7,43418,267
2298,41.85,94.81,6,58671,142
2299,29.53,74.52,6,79614,298
2300,87.76,46.95,17,72229,441
2301,24.27,36.87,10,77574,67
2302,96.31,48.95,15,41214,539
2303,75.79,81.85,14,72089,515
2304,57.89,74.56,11,47563,526
2305,31.65,44.64,14,38016,542
2306,93.61,37.15,2,32793,65
2307,29.02,81.65,13,42023,214
2308,88.38,49.0,16,64511,116
2309,54.24,50.96,13,65236,301
2310,88.16,86.7,8,29038,157
2311,96.38,43.38,4,38366,447
2312,53.2,75.16,7,73130,73
2313,83.94,48.88,15,66758,441
2314,55.82,46.55,11,49103,414
2315,58.8,83.04,15,73005,533
2316,93.28,88.24,11,67976,89
2317,61.81,70.8,15,25992,238
2318,56.64,67.86,7,56555,241
2319,80.64,44.8,11,63205,567
2320,86.35,73.9,3,35616,160
2321,36.53,74.43,4,62301,238
2322,38.06,77.61,5,65882,83
2323,38.48,86.93,3,74857,201
2324,7.68,93.14,7,65365,68
2325,94.14,76.05,10,64113,390
2326,78.53,77.49,10,55389,480
2327,52.62,38.96,15,38446,387
2328,96.17,76.55,5,29023,345
2329,7.57,80.32,16,51653,503
2330,9.28,83.59,8,61355,464
2331,48.3,36.06,14,70594,580
2332,56.57,90.7,13,70932,406
2333,40.61,53.83,4,24636,510
2334,37.22,84.65,12,65704,99
2335,52.36,92.3,3,72701,564
2336,25.67,65.28,2,75374,419
2337,75.52,68.55,15,73325,126
2338,49.59,64.87,4,41984,147
2339,62.89,46.5,11,47760,197
2340,26.0,75.11,11,78763,171
2341,31.66,50.58,4,79782,337
2342,75.66,54.51,6,31953,540
2343,45.58,68.14,13,75878,493
2344,85.84,41.28,3,30859,358
2345,37.39,93.09,4,71191,384
2346,92.0,71.72,15,26789,226
2347,5.42,67.7,5,29404,115
2348,40.98,82.11,7,79995,562
2349,66.65,84.4,6,51501,160
2350,68.58,75.55,10,79568,409
2351,56.51,56.58,10,61605,333
2352,17.34,80.75,7,76028,567
2353,12.19,77.66,15,44240,546
2354,18.27,71.1,4,23607,86
2355,79.47,47.09,12,61186,439
2356,59.67,48.98,11,73460,136
2357,16.01,76.55,10,52812,188
2358,83.72,93.01,3,65859,142
2359,66.15,48.52,3,32496,60
2360,70.65,87.36,6,62336,53
2361,11.82,65.99,6,25139,515
2362,46.42,43.89,16,38711,99
2363,77.41,56.82,11,49765,159
2364,28.76,36.82,15,65327,475
2365,88.38,94.8,8,75597,285
2366,84.64,65.93,3,25228,397
2367,64.42,83.7,1,71617,508
2368,90.38,93.47,10,23064,108
2369,28.18,41.13,16,76914,321
2370,59.36,38.72,12,57939,168
2371,55.68,37.44,16,47280,129
2372,67.29,49.12,9,52259,470
2373,56.73,60.87,16,45983,244
2374,40.14,85.02,6,67412,551
2375,76.14,48.84,8,57856,144
2376,39.55,80.58,9,70532,562
2377,56.43,82.29,15,32152,108
2378,50.51,71.81,12,55186,466
2379,88.84,56.46,13,31607,405
2380,47.32,85.18,17,43811,168
2381,66.7,87.88,8,27687,179
2382,99.3,81.75,17,65029,286
